Comments,objectid,barcode_id,RunId_12SVert,RunId_trnL,DateRun,DateFirstAnalyzed,Reads_12SVert,ESVs_12SVert,Reads_trnL,ESVs_trnL,country,name_of_park,location,location_other,date,year,time,latitude,longitude,habitat_final,habitat,habitat_other,has_it_rained_in_the_past_week,sample_type,species_id,species_id_dna,species_id_dna_common,species_id_other,faecal_age,faecal_age_other,faecal_texture,species_sex,species_age,latrine,swab,swab_barcode_id,collector,notes,kafue_section,znp_written_ID,znp_assumption
,270,S080611,JV323,JV323,2025-03-25 00:00:00,,19814,7,50606,100,zambia,kafue,park,,2024-06-20 00:00:00,2024,0.31944444444444442,-15.89806661,25.94779397,woodlands,woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,adult,no,no,,RW,,,,
,235,S080635,JV323,JV323,2025-03-25 00:00:00,,24552,1,66168,80,zambia,kafue,park,,2024-06-19 00:00:00,2024,0.42777777777777776,-15.93638807,25.83275187,woodlands,woodland,,no,faecal,impala,Aepyceros melampus,Impala,,<24hr,,soft,unknown,adult,yes,no,,MS GKLL,"Found impala , duiker kudu have the same area latrines",,,
,428,S080667,JV323,JV323,2025-03-25 00:00:00,,28779,42,76876,21,zambia,kafue,park,,2024-06-30 00:00:00,2024,0.49791666666666667,-15.88788161,25.79949065,grassland,grassland,,no,faecal,warthog,Phacochoerus africanus,Common Warthog,,1-2_days,,soft,unknown,unknown,no,no,,RW,,,,
,236,S080669,JV323,JV323,2025-03-25 00:00:00,,9906,7,43679,47,zambia,kafue,park,,2024-06-19 00:00:00,2024,0.4548611111111111,-15.89258077,25.8754071,woodlands,woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,adult,no,no,,JM GKLL,,,,
,4238,S080713,JV323,JV323,2025-03-25 00:00:00,,20750,17,53903,73,zambia,kafue,park,,2024-08-31 00:00:00,2024,0.27152777777777776,-14.67913021,26.38366638,grassland,grassland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,unknown,no,no,,EP,,,,
,2957,S083215,JV323,JV323,2025-03-25 00:00:00,,27855,4,62408,40,zambia,kafue,park,,2024-08-21 00:00:00,2024,0.69652777777777775,-14.69089236,26.38670428,grassland,grassland,,no,faecal,puku,Bovidae,Unknown Bovidae,,observed,,soft,male,adult,no,no,,EP,,,,
,4594,S083300,JV323,JV323,2025-03-25 00:00:00,,20552,1,0,0,zambia,kafue,park,,2024-09-18 00:00:00,2024,0.12083333333333333,-14.02999418,25.56644367,grassland,grassland,,no,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,<24hr,,soft,unknown,unknown,no,yes,,"SSM, DMM",Sample technically collected in Kasonso Busanga GMA. Sample was VERY fresh so decided to collect anyway.,,,
,5143,S083428,JV323,JV323,2025-03-25 00:00:00,,18975,1,38145,35,zambia,kafue,control,,2024-10-30 00:00:00,2024,0.37986111111111109,-14.979095,26.43056,woodlands,woodland,,yes,faecal,goat,Capra hircus,Domestic Goat,goat,<24hr,,soft,unknown,adult,yes,no,,yk,,,,
,5179,S083519,JV323,JV323,2025-03-25 00:00:00,,22587,1,47698,99,zambia,kafue,control,,2024-11-05 00:00:00,2024,0.37013888888888891,-14.97717333,26.70437,woodlands,woodland,,yes,faecal,cow,Bos taurus,Domestic Cow,caw,3-7_days,,hard,unknown,unknown,yes,no,,yk,,,,
,5180,S083637,JV323,JV323,2025-03-25 00:00:00,,28129,1,58545,115,zambia,kafue,control,,2024-11-05 00:00:00,2024,0.37638888888888888,-14.97837333,26.70105,grassland,grassland,,yes,faecal,cow,Bos taurus,Domestic Cow,caw,3-7_days,,hard,unknown,unknown,yes,no,,yk,,,,
,5118,S083724,JV323,JV323,2025-03-25 00:00:00,,20848,1,41820,49,zambia,kafue,control,,2024-11-02 00:00:00,2024,0.45763888888888887,-14.98056833,26.49015,woodlands,woodland,,yes,faecal,sheep,Ovis aries,Domestic Sheep,sheep,<24hr,,soft,unknown,adult,yes,no,,yk,,,,
,5183,S083838,JV323,JV323,2025-03-25 00:00:00,,28774,8,58083,64,zambia,kafue,control,,2024-11-05 00:00:00,2024,0.39513888888888887,-14.98014333,26.695725,woodlands,woodland,,yes,faecal,cow,Capra hircus,Domestic Goat,caw,<24hr,,soft,male,adult,yes,no,,yk,,,,
,5186,S083846,JV323,JV323,2025-03-25 00:00:00,,15717,11,44561,6,zambia,kafue,control,,2024-11-05 00:00:00,2024,0.40555555555555556,-14.98138167,26.69926667,woodlands,woodland,,yes,faecal,dog,Canis lupus,Domestic Dog,dog,3-7_days,,hard,unknown,unknown,yes,no,,yk,,,,
,4846,S083864,JV323,JV323,2025-03-25 00:00:00,,25009,2,54289,28,zambia,kafue,park,,2024-10-22 00:00:00,2024,0.38680555555555557,-14.40560484,26.04521492,woodlands,woodland,,no,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,<24hr,,diarrhea,unknown,unknown,yes,no,,SSM,Lots of dung beetles on sample but collected anyway because sample was fresh,,,
,1544,S083931,JV323,JV323,2025-03-25 00:00:00,,13794,7,39268,61,zambia,kafue,park,,2024-08-17 00:00:00,2024,0.31388888888888888,-14.9321641,25.91622939,grassland,flood_plain,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,adult,no,no,,EP RT,,,,
,2956,S083935,JV323,JV323,2025-03-25 00:00:00,,29148,15,62623,41,zambia,kafue,park,,2024-08-21 00:00:00,2024,0.39027777777777778,-14.69630589,26.38736777,woodlands,"riverine,grassland",,no,faecal,puku,Bovidae,Unknown Bovidae,,observed,,soft,female,adult,no,no,,EP CK,,,,
,1494,S084001,JV323,JV323,2025-03-25 00:00:00,,29681,2,73809,39,zambia,kafue,park,,2024-08-16 00:00:00,2024,0.38750000000000001,-14.89820965,26.1327688,woodlands,savanna_woodland,,no,faecal,puku,Bovidae,Unknown Bovidae,,observed,,soft,male,adult,yes,no,,Ck,,,,
,2962,S084016,JV323,JV323,2025-03-25 00:00:00,,21266,2,46438,63,zambia,kafue,park,,2024-08-22 00:00:00,2024,0.40208333333333335,-14.69210305,26.38851796,woodlands,riverine,,no,faecal,impala,Aepyceros melampus,Impala,,observed,,soft,male,juvenile,yes,no,,EP,,,,
,4577,S085094,JV323,JV323,2025-03-25 00:00:00,,27554,6,66282,37,zambia,kafue,park,,2024-10-08 00:00:00,2024,0.47430555555555554,-15.96105323,25.84683464,grassland,flood_plain,,no,faecal,zebra_plains,Equus quagga,Plains Zebra,,observed,,soft,female,adult,no,no,,JM,,,,
,4588,S085132,JV323,JV323,2025-03-25 00:00:00,,20939,1,28144,87,zambia,kafue,park,,2024-10-09 00:00:00,2024,0.6020833333333333,-16.1313114,25.71129825,woodlands,woodland,,no,faecal,buffalo_cape,Syncerus caffer caffer,Cape Buffalo,,<24hr,,soft,unknown,adult,no,no,,JM,,,,
,4580,S085135,JV323,JV323,2025-03-25 00:00:00,,21212,6,67881,82,zambia,kafue,park,,2024-10-08 00:00:00,2024,0.58958333333333335,-15.88499729,25.78692134,woodlands,savanna_woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,adult,no,no,,Joy Muchimba,,,,
,3615,S085144,JV323,JV323,2025-03-25 00:00:00,,22799,1,47170,68,zambia,kafue,park,,2024-09-10 00:00:00,2024,0.58750000000000002,-15.020595,25.83483555,grassland,grassland,,no,faecal,waterbuck_defassa,Kobus ellipsiprymnus,Waterbuck,,1-2_days,,soft,unknown,adult,no,no,,MM,,,,
,4582,S085159,JV323,JV323,2025-03-25 00:00:00,,22509,22,66488,100,zambia,kafue,park,,2024-10-08 00:00:00,2024,0.71180555555555558,-15.85710544,25.86477975,grassland,flood_plain,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,observed,,soft,male,adult,no,no,,Joy Muchimba,,,,
,3389,S085178,JV323,JV323,2025-03-25 00:00:00,,25869,2,55555,72,zambia,kafue,park,,2024-08-28 00:00:00,2024,0.52500000000000002,-15.88773167,25.84187333,grassland,"flood_plain,woodland",,no,faecal,kudu,Tragelaphus scriptus,Bushbuck,,observed,,soft,male,adult,no,no,,MS GKLL,,,,
,4034,S085195,JV323,JV323,2025-03-25 00:00:00,,27131,2,55777,66,zambia,kafue,park,,2024-09-14 00:00:00,2024,0.35555555555555557,-14.72599167,26.72110333,woodlands,woodland,,no,faecal,roan,Hippotragus equinus,Roan Antelope,roan,observed,,soft,male,adult,no,no,,MM,,,,
,1497,S085198,JV323,JV323,2025-03-25 00:00:00,,21408,1,52070,47,zambia,kafue,park,,2024-08-17 00:00:00,2024,0.35,-14.21953833,25.85192833,grassland,grassland,,no,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,unknown,no,no,,"JKN, CNK, MM, CC, AP",collected in busanga plains,,,
,3379,S085202,JV323,JV323,2025-03-25 00:00:00,,25077,3,52960,58,zambia,kafue,park,,2024-08-30 00:00:00,2024,0.73055555555555551,-16.04850235,25.93788656,grassland,flood_plain,,no,faecal,eland,Tragelaphus scriptus,Bushbuck,,<24hr,,soft,unknown,juvenile,no,no,,JM,,,,
,3613,S085208,JV323,JV323,2025-03-25 00:00:00,,19207,7,25836,5,zambia,kafue,park,,2024-09-10 00:00:00,2024,0.55555555555555558,-15.04260607,25.89069228,grassland,grassland,,no,faecal,lion,Panthera pardus,Leopard,,<24hr,,soft,unknown,unknown,no,no,,CC,,,,
,4602,S085211,JV323,JV323,2025-03-25 00:00:00,,26895,6,63789,94,zambia,kafue,control,,2024-10-04 00:00:00,2024,0.24444444444444444,-14.99880133,26.02943247,woodlands,savanna_woodland,,yes,faecal,impala,Aepyceros melampus,Impala,,<24hr,,soft,unknown,unknown,no,no,,"SM, DN","Saw impala at the site, but not actually poop",,,
,3391,S085228,JV323,JV323,2025-03-25 00:00:00,,29651,2,58317,74,zambia,kafue,park,,2024-08-28 00:00:00,2024,0.5493055555555556,-15.90370833,25.79315,woodlands,"woodland,flood_plain",,no,faecal,impala,Aepyceros melampus,Impala,,observed,,soft,female,adult,no,no,,MS GKLL,,,,
,4597,S085237,JV323,JV323,2025-03-25 00:00:00,,22349,3,46160,19,zambia,kafue,park,,2024-10-01 00:00:00,2024,0.42777777777777776,-14.6660664,26.39254051,woodlands,woodland,,no,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,3-7_days,,hard,unknown,unknown,yes,no,,"SSM, LBM",Collected the freshest scat at latrine site. Not fresh (maybe older than 7 days) but collected anyway since lots of hyena samples are still needed. Hopefully fresh enough for analysis!,,,
,4584,S085265,JV323,JV323,2025-03-25 00:00:00,,27247,3,57850,48,zambia,kafue,park,,2024-10-09 00:00:00,2024,0.41805555555555557,-16.01457436,25.74665614,woodlands,woodland,,no,faecal,eland,Tragelaphus scriptus,Bushbuck,,<24hr,,soft,unknown,adult,no,no,,JM,,,,
,1004,S085274,JV323,JV323,2025-03-25 00:00:00,,35550,7,68232,30,zambia,kafue,park,,2024-07-30 00:00:00,2024,0.57013888888888886,-14.69857705,26.10318537,woodlands,savanna_woodland,,no,faecal,puku,Bovidae,Unknown Bovidae,,observed,,hard,unknown,adult,no,no,,JB,,,,
,4391,S085284,JV323,JV323,2025-03-25 00:00:00,,23266,1,55120,31,zambia,kafue,park,,2024-10-04 00:00:00,2024,0.53888888888888886,-15.19878667,25.39964333,grassland,grassland,,no,faecal,kudu,Connochaetes taurinus,Blue Wildebeest,,<24hr,,soft,unknown,unknown,no,no,,MM,,,,
,3610,S085285,JV323,JV323,2025-03-25 00:00:00,,22083,1,49806,122,zambia,kafue,park,,2024-09-10 00:00:00,2024,0.45277777777777778,-15.24036547,25.97038323,woodlands,woodland,,no,faecal,baboon_yellow,Rhynchogale melleri,Meller's mongoose,,<24hr,,soft,unknown,adult,no,no,,GS,,,,
,4986,S085304,JV323,JV323,2025-03-25 00:00:00,,38052,7,61682,47,zambia,kafue,park,,2024-10-29 00:00:00,2024,0.43541666666666667,-14.96983368,25.99245465,woodlands,woodland,,yes,faecal,civet,Civettictis civetta,African Civet,,3-7_days,,hard,unknown,adult,yes,no,,SSM,,,,
,3091,S085314,JV323,JV323,2025-03-25 00:00:00,,27219,9,61797,50,zambia,kafue,park,,2024-08-24 00:00:00,2024,0.33263888888888887,-15.2444237,25.94209511,woodlands,"woodland,grassland",,no,faecal,leopard,Lycaon pictus,African Wild Dog,,3-7_days,,hard,unknown,unknown,no,yes,,"SSM, AM",Felid fecal sample. Possible leopard or cheetah. No tracks visible.,,,
,4585,S085320,JV323,JV323,2025-03-25 00:00:00,,21463,4,47440,35,zambia,kafue,park,,2024-10-09 00:00:00,2024,0.41875000000000001,-16.01458344,25.74663254,woodlands,woodland,,no,faecal,eland,Tragelaphus scriptus,Bushbuck,,<24hr,,soft,unknown,adult,no,no,,JM,,,,
,4028,S085361,JV323,JV323,2025-03-25 00:00:00,,22006,2,48673,35,zambia,kafue,park,,2024-09-10 00:00:00,2024,0.38611111111111113,-14.6967,26.70127167,woodlands,woodland,,no,faecal,leopard,Lycaon pictus,African Wild Dog,,<24hr,,soft,unknown,unknown,no,no,,MM,,,,
,1154,S085362,JV323,JV323,2025-03-25 00:00:00,,11332,9,60633,47,zambia,kafue,park,,2024-08-06 00:00:00,2024,0.62916666666666665,-14.41570833,26.18320333,grassland,grassland,,no,faecal,zebra_plains,Equus quagga,Plains Zebra,,<24hr,,soft,unknown,unknown,no,no,,GI and MS,,,,
,1238,S085641,JV323,JV323,2025-03-25 00:00:00,,28774,1,55008,57,zambia,kafue,park,,2024-08-11 00:00:00,2024,0.45,-15.02333276,26.00912794,woodlands,savanna_woodland,,no,faecal,buffalo_cape,Syncerus caffer caffer,Cape Buffalo,,<24hr,,soft,female,adult,no,no,,AR,,,,
,1351,S085655,JV323,JV323,2025-03-25 00:00:00,,27584,2,49528,6,zambia,kafue,park,,2024-08-16 00:00:00,2024,0.3263888888888889,-14.96163063,26.09132697,woodlands,savanna_woodland,,no,faecal,wild_dog,Lycaon pictus,African Wild Dog,,<24hr,,soft,unknown,unknown,yes,yes,S065390,CK,,,,
,2961,S085707,JV323,JV323,2025-03-25 00:00:00,,24012,8,66598,67,zambia,kafue,park,,2024-08-22 00:00:00,2024,0.33541666666666664,-14.68120637,26.37796478,woodlands,savanna_woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,unknown,no,no,,EP,,,,
,3127,S085723,JV323,JV323,2025-03-25 00:00:00,,20147,9,58185,52,zambia,kafue,park,,2024-08-24 00:00:00,2024,0.38819444444444445,-14.95671075,25.69153049,woodlands,savanna_woodland,,no,faecal,warthog,Phacochoerus africanus,Common Warthog,,<24hr,,soft,unknown,adult,no,no,,SR,,,,
,3378,S085893,JV323,JV323,2025-03-25 00:00:00,,29094,6,59728,60,zambia,kafue,park,,2024-09-06 00:00:00,2024,0.72916666666666663,-16.04856201,25.9378499,grassland,flood_plain,,no,faecal,eland,Tragelaphus scriptus,Bushbuck,,<24hr,,soft,unknown,juvenile,no,no,,JM,,,,
,3080,S085953,JV323,JV323,2025-03-25 00:00:00,,27601,1,66958,58,zambia,kafue,park,,2024-08-23 00:00:00,2024,0.34861111111111109,-15.24381577,25.97050278,woodlands,savanna_woodland,,no,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,unknown,no,no,,"SSM, AM",Old/dry hippo scar also present,,,
,3412,S085954,JV323,JV323,2025-03-25 00:00:00,,10387,1,32673,50,zambia,kafue,park,,2024-08-26 00:00:00,2024,0.39791666666666664,-14.1302319,25.88876607,grassland,flood_plain,,no,faecal,buffalo_cape,Syncerus caffer caffer,Cape Buffalo,,<24hr,,soft,unknown,unknown,yes,no,,CN,,,,
,3387,S086016,JV323,JV323,2025-03-25 00:00:00,,20711,4,39343,23,zambia,kafue,park,,2024-08-28 00:00:00,2024,0.44791666666666669,-15.85631333,25.89398333,grassland,flood_plain,,no,faecal,puku,Bovidae,Unknown Bovidae,,observed,,soft,female,adult,no,no,,GKLL,,,,
,3084,S086020,JV323,JV323,2025-03-25 00:00:00,,26959,1,53254,18,zambia,kafue,park,,2024-08-23 00:00:00,2024,0.36388888888888887,-15.2477963,25.97017506,woodlands,woodland,,no,faecal,waterbuck_defassa,Alcelaphus lichtensteinii,Lichtenstein's Hartebeest,,1-2_days,,hard,unknown,unknown,no,no,,"SSM, AM","Unk large ungulate.  Possibly waterbuck? Sample quality decent- hard, dark and shiny",,,
,3751,S086021,JV323,JV323,2025-03-25 00:00:00,,22633,10,55042,39,zambia,kafue,park,,2024-09-08 00:00:00,2024,0.33750000000000002,-14.70228924,26.57815805,woodlands,woodland,,no,faecal,duiker_common,Sylvicapra grimmia,Common Duiker,Small antelope possibly greysbock or duiker,1-2_days,,hard,unknown,unknown,no,no,,SSM DN AM,Tracks nearby to the farcal matter possibly greysbock,,,
,3386,S086029,JV323,JV323,2025-03-25 00:00:00,,25364,1,51471,20,zambia,kafue,park,,2024-08-28 00:00:00,2024,0.41736111111111113,-15.85857,25.90493833,grassland,flood_plain,,no,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,adult,yes,no,,MS GKLL,,,,
,3392,S086043,JV323,JV323,2025-03-25 00:00:00,,8546,12,28130,21,zambia,kafue,park,,2024-08-28 00:00:00,2024,0.56319444444444444,-15.87390833,25.795635,grassland,flood_plain,,no,faecal,zebra_plains,Equus quagga,Plains Zebra,,observed,,soft,male,adult,no,no,,MS GKLL,,,,
,4586,S086072,JV323,JV323,2025-03-25 00:00:00,,23036,1,51222,44,zambia,kafue,park,,2024-10-09 00:00:00,2024,0.41944444444444445,-16.01453484,25.74663555,woodlands,woodland,,no,faecal,eland,Tragelaphus scriptus,Bushbuck,,<24hr,,soft,unknown,adult,no,no,,JM,,,,
,,S079130,JV323,JV323,2025-03-25 00:00:00,,16484,11,0,0,,,,,,,,,,,,,,,,Panthera leo,Lion,,,,,,,,,,,,,,
,,S079132,JV323,JV323,2025-03-25 00:00:00,,21812,9,39285,54,,,,,,,,,,,,,,,,Lycaon pictus,African Wild Dog,,,,,,,,,,,,,,
,,S079178,JV323,JV323,2025-03-25 00:00:00,,29246,6,69799,71,,,,,,,,,,,,,,,,Lycaon pictus,African Wild Dog,,,,,,,,,,,,,,
,4845,S078802,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,23897,7,,,zambia,kafue,park,,2024-10-22 00:00:00,2024,0.3840277777777778,-14.4055475,26.0451271,woodlands,woodland,,no,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,3-7_days,,hard,unknown,adult,yes,no,,SSM,,,,
,3423,S078803,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,22144,1,54732,65,zambia,kafue,park,,2024-08-26 00:00:00,2024,0.58819444444444446,-15.02503513,25.84951763,woodlands,riverine,,no,faecal,puku,Bovidae,Unknown Bovidae,,<24hr,,soft,unknown,unknown,no,no,,"SSM, CNK",Large herd of puku resting under a tree at sample collection site,,,
,3083,S078806,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,26933,18,,,zambia,kafue,park,,2024-08-23 00:00:00,2024,0.35694444444444445,-15.24352335,25.97053628,woodlands,woodland,,no,faecal,warthog,Phacochoerus africanus,Common Warthog,,1-2_days,,soft,unknown,unknown,no,no,,"SSM, AM",Double check ungulate Id,,,
,3187,S078821,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,21991,9,55913,48,zambia,kafue,park,,2024-08-23 00:00:00,2024,0.64097222222222228,-16.08577762,25.73065034,woodlands,"savanna_woodland,flood_plain",,no,faecal,zebra_plains,Equus quagga,Plains Zebra,,<24hr,,soft,unknown,adult,no,no,,JM,,,,
,383,S078839,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,19960,1,53503,92,zambia,kafue,park,,2024-06-27 00:00:00,2024,0.73124999999999996,-15.86846408,25.91909481,grassland,grassland,,no,faecal,impala,Aepyceros melampus,Impala,,observed,,soft,female,adult,no,no,,RW,,,,
,811,S078840,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,24999,1,,,zambia,kafue,park,,2024-07-21 00:00:00,2024,0.48749999999999999,-16.06764769,25.72048622,woodlands,woodland,,no,faecal,hartebeest_lichtenstein,Alcelaphus lichtensteinii,Lichtenstein's Hartebeest,,observed,,soft,male,adult,no,no,,JM,,,,
,458,S078843,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,17305,6,,,zambia,kafue,park,,2024-07-05 00:00:00,2024,0.3659722222222222,-15.76624635,25.88092817,woodlands,woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,female,adult,no,no,,MS GKLL,,,,
,390,S078845,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,18850,1,50947,1,zambia,kafue,park,,2024-06-25 00:00:00,2024,0.37708333333333333,-16.2001062,26.03287292,woodlands,woodland,,no,faecal,civet,Civettictis civetta,African Civet,,1-2_days,,soft,unknown,unknown,yes,no,,JM GKLL,,,,
,809,S078853,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,18381,1,35664,61,zambia,kafue,park,,2024-07-21 00:00:00,2024,0.45416666666666666,-16.00388815,25.77311541,grassland,"flood_plain,woodland",,no,faecal,hartebeest_lichtenstein,Alcelaphus lichtensteinii,Lichtenstein's Hartebeest,,observed,,soft,unknown,adult,no,no,,JM,,,,
,435,S078863,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,16796,3,,,zambia,kafue,park,,2024-07-03 00:00:00,2024,0.39027777777777778,-15.78053973,25.82333143,woodlands,woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,unknown,no,no,,RW,,,,
,457,S078867,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,21178,1,,,zambia,kafue,park,,2024-07-05 00:00:00,2024,0.35694444444444445,-15.7564767,25.88707463,woodlands,woodland,,no,faecal,sable,Hippotragus niger,Sable Antelope,,<24hr,,soft,unknown,adult,no,no,,MS GKLL,,,,
,387,S078875,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,27474,1,,,zambia,kafue,park,,2024-06-26 00:00:00,2024,0.62708333333333333,-16.274858,25.80953605,grassland,"flood_plain,woodland",,no,faecal,hartebeest_lichtenstein,Hippotragus niger,Sable Antelope,,<24hr,,soft,unknown,adult,no,no,,JM GKLL,,,,
,464,S078884,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,23259,1,,,zambia,kafue,park,,2024-07-05 00:00:00,2024,0.47986111111111113,-15.79758822,25.88456602,grassland,flood_plain,,no,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,1-2_days,,soft,unknown,adult,no,no,,MS GKLL,,,,
,356,S078897,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,27710,1,,,zambia,kafue,park,,2024-06-25 00:00:00,2024,0.39652777777777776,-16.20466626,26.01885952,woodlands,woodland,,no,faecal,waterbuck_defassa,Kobus ellipsiprymnus,Waterbuck,,<24hr,,soft,unknown,unknown,no,no,,JM GKLL,,,,
,436,S078901,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,24556,1,,,zambia,kafue,park,,2024-07-03 00:00:00,2024,0.41736111111111113,-15.62158119,25.96272269,woodlands,woodland,,no,faecal,buffalo_cape,Syncerus caffer caffer,Cape Buffalo,,<24hr,,soft,unknown,unknown,no,no,,RW,,,,
,386,S078904,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,23254,1,,,zambia,kafue,park,,2024-06-26 00:00:00,2024,0.51666666666666672,-16.45409728,26.01735663,woodlands,woodland,,no,faecal,sable,Hippotragus niger,Sable Antelope,,1-2_days,,soft,unknown,adult,no,no,,RS GKLL,,,,
,391,S078905,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,14813,5,,,zambia,kafue,park,,2024-06-25 00:00:00,2024,0.38333333333333336,-16.20147335,26.02627415,woodlands,woodland,,yes,faecal,elephant_savanna,Loxodonta africana,African Elephant,,<24hr,,soft,unknown,adult,no,no,,RS GKLL,,,,
,481,S078908,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,26913,1,,,zambia,kafue,park,,2024-07-07 00:00:00,2024,0.33055555555555555,-15.88431893,25.89676609,woodlands,savanna_woodland,,no,faecal,buffalo_cape,Syncerus caffer caffer,Cape Buffalo,,<24hr,,soft,unknown,unknown,no,no,,RW,,,,
,460,S078910,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,9726,8,32772,5,zambia,kafue,park,,2024-07-05 00:00:00,2024,0.43194444444444446,-15.7783355,25.87021782,grassland,flood_plain,,no,faecal,lion,Panthera leo,Lion,,<24hr,,soft,female,adult,no,no,,MS GKLL,,,,
,468,S078912,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,23033,16,,,zambia,kafue,park,,2024-07-05 00:00:00,2024,0.6333333333333333,-15.66494063,25.90427068,woodlands,woodland,,no,faecal,warthog,Phacochoerus africanus,Common Warthog,,<24hr,,soft,unknown,unknown,no,no,,MS GKLL,,,,
,3050,S078915,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,22386,1,13652,24,zambia,kafue,park,,2024-07-14 00:00:00,2024,0.30902777777777779,-16.0257685,25.93787267,grassland,"flood_plain,woodland",,no,faecal,hartebeest_lichtenstein,Alcelaphus lichtensteinii,Lichtenstein's Hartebeest,,<24hr,,soft,unknown,adult,no,no,,MM GKLL,,,,
,477,S078916,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,20811,6,,,zambia,kafue,park,,2024-07-06 00:00:00,2024,0.41944444444444445,-15.9029083,25.88947278,woodlands,woodland,,no,faecal,elephant_savanna,Loxodonta africana,African Elephant,,observed,,soft,male,adult,no,no,,MS GKLL,,,,
,474,S078926,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,23701,5,,,zambia,kafue,park,,2024-07-06 00:00:00,2024,0.30416666666666664,-15.62685583,25.92719397,woodlands,woodland,,no,faecal,unknown,Hystrix,Cape Porcupine,,<24hr,,soft,unknown,unknown,no,no,,MS GKLL,,,,
,393,S078929,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,22286,1,,,zambia,kafue,park,,2024-06-25 00:00:00,2024,0.42916666666666664,-16.19216863,26.01708578,woodlands,woodland,,no,faecal,kudu,Kobus ellipsiprymnus,Waterbuck,,<24hr,,soft,unknown,unknown,no,no,,MS GKLL,,,,
,368,S078930,JV322,JV322,2025-03-20 00:00:00,2025-03-20 00:00:00,26145,1,62202,71,zambia,kafue,park,,2024-06-25 00:00:00,2024,0.39652777777777776,-16.20467333,26.01889,woodlands,woodland,,no,faecal,duiker_common,Raphicerus sharpei,Sharpe's Grysbok,,<24hr,,soft,unknown,unknown,yes,no,,RS GKLL,,,,
,1129,S078935,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,21206,1,,,zambia,kafue,park,,2024-07-22 00:00:00,2024,0.68055555555555558,-15.99770593,25.78558033,woodlands,"woodland,flood_plain",,no,faecal,hartebeest_lichtenstein,Hippotragus equinus,Roan Antelope,,<24hr,,soft,unknown,adult,no,no,,Joy,,,,
,4978,S078941,JV322,,2025-03-20 00:00:00,2025-03-20 00:00:00,19465,5,,,zambia,kafue,park,,2024-10-28 00:00:00,2024,0.42986111111111114,-15.88447831,25.86926758,woodlands,woodland,,no,faecal,baboon_yellow,Papio,Unknown Baboon,Chacma baboon,<24hr,,soft,unknown,unknown,no,no,,Krf,GPS location was wrong and had to guess where location came from.,,,
