Comments,objectid,barcode_id,RunId_12SVert,RunId_trnL,DateRun,DateFirstAnalyzed,Reads_12SVert,ESVs_12SVert,Reads_trnL,ESVs_trnL,country,name_of_park,location,location_other,date,year,time,latitude,longitude,habitat_final,habitat,habitat_other,has_it_rained_in_the_past_week,sample_type,species_id,species_id_dna,species_id_dna_common,species_id_other,faecal_age,faecal_age_other,faecal_texture,species_sex,species_age,latrine,swab,swab_barcode_id,collector,notes,kafue_section,znp_written_ID,znp_assumption
,859,S084330,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,8989,3,55212,27,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.44444444444444442,0.233404571,14.86656337,forest,forest,,yes,faecal,civet,Atilax paludinosus,Marsh Mongoose,,<24hr,,soft,unknown,adult,yes,no,,GG,Smelled like civet,,,
,870,S084333,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,7375,6,16485,11,rep.congo,odzala_okoua,park,,2024-09-12 00:00:00,2024,0.69305555555555554,0.5888,14.92892833,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,>3_weeks,,hard,unknown,unknown,no,no,,Levis koyi,Originally recorded as 3-7 days,,,
,821,S084334,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,7600,1,42182,47,rep.congo,odzala_okoua,park,,2024-09-12 00:00:00,2024,0.44374999999999998,0.561483333,14.852015,forest,forest,,yes,faecal,hog_red_river,Potamochoerus porcus,Red River Hog,,<24hr,,hard,unknown,unknown,no,no,,MOUTOU,,,,
,913,S084336,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,8501,1,36622,25,rep.congo,odzala_okoua,park,,2024-09-16 00:00:00,2024,0.56458333333333333,0.503333333,14.86891667,forest,forest,,yes,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,1-2_days,,soft,unknown,unknown,no,no,,Sama Pavel,Prése'ces desmuches sur la crotte,,,
,920,S084345,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,1526,3,30842,6,rep.congo,odzala_okoua,park,,2024-09-17 00:00:00,2024,0.37291666666666667,0.54779,14.84898167,savanna_woodland,savanna_woodland,,yes,faecal,mongoose,Xenogale naso,Long-nosed Mongoose,,3-7_days,,soft,unknown,unknown,no,no,,Sama Pavel,Présence mouches et papillons sur la crotte,,,
,935,S084353,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,6703,3,35206,35,rep.congo,odzala_okoua,park,,2024-09-18 00:00:00,2024,0.38750000000000001,0.542115,14.86728,savanna_woodland,savanna_woodland,,yes,faecal,mongoose,Xenogale naso,Long-nosed Mongoose,,3-7_days,,soft,unknown,unknown,no,no,,Constantin Apekou,Présence insectesS084,,,
,616,S084515,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4628,1,46713,69,rep.congo,odzala_okoua,control,,2024-08-14 00:00:00,2024,0.47361111111111109,0.561451667,14.65548167,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,hard,unknown,unknown,no,no,,AYOMA,,,,
,556,S084517,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,3187,1,52174,40,rep.congo,odzala_okoua,park,,2024-07-22 00:00:00,2024,0.68472222222222223,0.2,14.9,forest,forest,,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,GOUOM,,,,
,567,S084528,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,14953,1,44573,35,rep.congo,odzala_okoua,park,,2024-07-24 00:00:00,2024,0.64375000000000004,0.2,14.88333333,bai,"bai,forest",,no,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,467,S084532,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,3832,1,40489,72,rep.congo,odzala_okoua,park,,2024-06-22 00:00:00,2024,0.38472222222222224,0.758946667,15.25733167,forest,forest,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,adult,no,no,,Davy Goma,,,,
,553,S084536,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,12349,1,59458,82,rep.congo,odzala_okoua,park,,2024-07-22 00:00:00,2024,0.69374999999999998,0.2,14.88333333,forest,forest,,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,565,S084537,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,9368,1,48215,97,rep.congo,odzala_okoua,park,,2024-07-22 00:00:00,2024,0.65,0.2,14.88333333,bai,"bai,forest",,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,585,S084542,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,12946,2,37895,36,rep.congo,odzala_okoua,control,,2024-07-19 00:00:00,2024,0.42569444444444443,0.116666667,14.95,forest,forest,,no,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,unknown,no,no,,GOUOM,,,,
,522,S084544,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4902,2,51284,86,rep.congo,odzala_okoua,park,,2024-07-19 00:00:00,2024,0.35347222222222224,0.59402,14.93623333,forest,other,Petite riviére,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,1-2_days,,soft,unknown,unknown,no,no,,Davy Goma,,,,
,612,S084548,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,2886,1,38639,43,rep.congo,odzala_okoua,control,,2024-08-14 00:00:00,2024,0.44722222222222224,0.560488333,14.65790167,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,hard,unknown,unknown,no,no,,MOUTOU,,,,
,624,S084559,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,8582,2,41715,98,rep.congo,odzala_okoua,control,,2024-08-15 00:00:00,2024,0.4597222222222222,0.493013333,14.64226833,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,GOUOM,,,,
,539,S084566,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,8159,4,43137,12,rep.congo,odzala_okoua,park,,2024-07-22 00:00:00,2024,0.34375,0.542101667,14.86637333,savanna_woodland,"other,savanna_woodland",Roite active,no,faecal,serval,Leptailurus serval,Serval,,3-7_days,,hard,unknown,unknown,no,no,,Davu Goma,,,,
JM 20250211: changed park from NA to odzala_okoua,,S084574,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10904,1,39383,35,rep.congo,odzala_okoua,park,,,,,,,,,,,,,Gorilla gorilla,Western Gorilla,,,,,,,,,,,,,,
,577,S084582,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4000,1,39470,63,rep.congo,odzala_okoua,control,,2024-07-20 00:00:00,2024,0.41875000000000001,0.156847222,14.8675,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,535,S084587,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,15419,9,39462,7,rep.congo,odzala_okoua,park,,2024-07-20 00:00:00,2024,0.40208333333333335,0.584976667,14.92266667,savanna_woodland,savanna_woodland,,no,faecal,hyaena_spotted,Crocuta crocuta,Spotted Hyena,,>2_weeks,,hard,unknown,unknown,no,no,,Davy Goma,Présences des mouches et papillons sur  cette crotte.  Originally recorded as 3-7 days,,,
,518,S084589,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10965,1,37368,163,rep.congo,odzala_okoua,park,,2024-07-18 00:00:00,2024,0.44513888888888886,0.606081667,14.89914167,forest,other,Route active,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,1-2_days,,soft,unknown,unknown,no,no,,Davy Goma,PPresence d'un insect sur la crotte,,,
,480,S084593,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,15154,1,23737,25,rep.congo,odzala_okoua,park,,2024-06-25 00:00:00,2024,0.47569444444444442,0.757538333,15.27628833,forest,forest,,yes,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,adult,no,no,,Edima,,,,
,622,S084596,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,5570,1,62334,83,rep.congo,odzala_okoua,control,,2024-08-15 00:00:00,2024,0.40416666666666667,0.500736667,14.640015,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,762,S084598,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,9800,17,35749,80,rep.congo,odzala_okoua,control,,2024-09-04 00:00:00,2024,0.48472222222222222,0.310195643,14.79900847,forest,forest,,yes,faecal,carnivore_medium,Genetta servalina,Servaline Genet,,<24hr,,soft,unknown,unknown,no,no,,GG,Could be great ape? Potential chimp,,,
JM 20250211: changed park from NA to odzala_okoua,,S084607,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,7173,2,34825,138,rep.congo,odzala_okoua,park,,,,,,,,,,,,,Syncerus caffer nanus,African Forest Buffalo,,,,,,,,,,,,,,
,489,S084608,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,8585,1,23272,27,rep.congo,odzala_okoua,park,,2024-06-26 00:00:00,2024,0.41805555555555557,0.761241667,15.26335167,forest,forest,,yes,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,adult,yes,no,,SONIMBA,,,,
,615,S084610,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,2335,1,53884,59,rep.congo,odzala_okoua,control,,2024-08-14 00:00:00,2024,0.46666666666666667,0.560155,14.655905,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,hard,unknown,unknown,no,no,,MOUTOU,,,,
,621,S084622,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,13122,1,33636,12,rep.congo,odzala_okoua,control,,2024-08-15 00:00:00,2024,0.35972222222222222,0.50419,14.64678833,forest,forest,,no,faecal,chimpanzee,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,unknown,no,no,,GOUOM,,,,
,526,S084624,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4234,1,38043,76,rep.congo,odzala_okoua,park,,2024-07-19 00:00:00,2024,0.38055555555555554,0.592911667,14.93786667,forest,other,Ptite riviére,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,1-2_days,,soft,unknown,adult,yes,no,,Moutou William,,,,
,611,S084626,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,6271,2,41244,81,rep.congo,odzala_okoua,control,,2024-08-14 00:00:00,2024,0.44513888888888886,0.560448333,14.65783667,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,hard,unknown,unknown,no,no,,MOUTOU,,,,
,617,S084632,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,5888,1,40253,78,rep.congo,odzala_okoua,control,,2024-08-14 00:00:00,2024,0.4826388888888889,0.562273333,14.65615667,forest,forest,,no,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,hard,unknown,unknown,no,no,,AYOMA,,,,
,1290,S084690,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,134,1,34610,38,rep.congo,odzala_okoua,park,,2024-10-16 00:00:00,2024,0.5229166666666667,0.906821667,15.17663333,bai,bai,,yes,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,unknown,no,no,,BOUAKA,,,,
,1292,S084705,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10589,2,43555,83,rep.congo,odzala_okoua,park,,2024-10-16 00:00:00,2024,0.56180555555555556,0.907683333,15.17752667,forest,forest,,yes,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,unknown,no,no,,SAMA,,,,
,1013,S084714,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,14985,1,12444,34,rep.congo,odzala_okoua,park,,2024-09-12 00:00:00,2024,0.5,1.034519112,15.03675593,forest,forest,,yes,faecal,duiker_red,Cephalophus,Unknown Duiker,,unknown,,other,unknown,unknown,no,no,,OYOURABEKA,Location taken from GPS.  Not precise.  Entered manually by Gwili.  Team’s device location was disabled,,,
,1336,S084715,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,0,0,0,0,rep.congo,odzala_okoua,park,,2024-10-25 00:00:00,2024,0.32013888888888886,0.758205,15.258735,forest,forest,,yes,faecal,control sample,,,,Control,,Control,unknown,unknown,no,no,,KG,DNA Control,,,
,1261,S084742,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,4866,1,27227,30,rep.congo,odzala_okoua,park,,2024-10-18 00:00:00,2024,0.37291666666666667,0.774158333,15.216555,forest,forest,,yes,faecal,hog_red_river,Tragelaphus eurycerus,Bongo,,<24hr,,hard,unknown,unknown,no,no,,Destie Kiba,,,,
,1284,S084747,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10585,2,35604,44,rep.congo,odzala_okoua,park,,2024-10-16 00:00:00,2024,0.48541666666666666,0.909245,15.17707,forest,forest,,yes,faecal,duiker_red,Cephalophus leucogaster,White-bellied Duiker,,1-2_days,,soft,unknown,unknown,no,no,,BOUAKA,,,,
,1289,S084750,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4699,1,39543,43,rep.congo,odzala_okoua,park,,2024-10-16 00:00:00,2024,0.51944444444444449,0.906458333,15.17611167,bai,bai,,yes,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,soft,unknown,unknown,no,no,,BOUAKA,,,,
,1283,S084756,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,13292,1,31145,34,rep.congo,odzala_okoua,park,,2024-10-16 00:00:00,2024,0.48125000000000001,0.909263333,15.17723,forest,forest,,yes,faecal,duiker_red,Cephalophus leucogaster,White-bellied Duiker,,1-2_days,,soft,unknown,unknown,no,no,,BOUAKA,,,,
,390,S084872,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,2019,1,30484,64,rep.congo,odzala_okoua,park,,2024-06-15 00:00:00,2024,0.55138888888888893,0.907896667,15.17579,bai,bai,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,Cherubin,,,,
,854,S084875,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,6977,6,30172,16,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.39930555555555558,0.387244238,14.78806187,savanna_woodland,savanna_woodland,,yes,faecal,domestic dog,Canis lupus,Domestic Dog,,<24hr,,soft,unknown,unknown,no,no,,GG,Close to village.  Looks like chimpanzee scat but what looks like domestic dog tracks nearby,,,
,726,S084895,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,9914,1,32169,75,rep.congo,odzala_okoua,park,,2024-08-26 00:00:00,2024,0.44583333333333336,1.33277,15.254215,bai,bai,,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,MOUTOU,,,,
,856,S084911,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,3747,1,38138,22,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.41041666666666665,0.347932378,14.78926403,forest,"forest,other",Close to slash and burn agriculture,yes,faecal,domestic dog,Canis lupus,Domestic Dog,,<24hr,,soft,unknown,unknown,no,no,,GG,Close to settlement and farm,,,
,773,S084918,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,9607,1,39159,79,rep.congo,odzala_okoua,control,,2024-09-07 00:00:00,2024,0.55555555555555558,0.398176667,14.71185667,forest,forest,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,Bouaka,,,,
,435,S084943,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,15774,1,42431,23,rep.congo,odzala_okoua,park,,2024-06-20 00:00:00,2024,0.62708333333333333,0.760766667,15.26743333,forest,forest,,yes,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,soft,unknown,adult,no,no,,Edima,,,,
,409,S084955,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,11967,1,51498,57,rep.congo,odzala_okoua,park,,2024-06-17 00:00:00,2024,0.34652777777777777,1.032011667,15.03258167,bai,bai,,yes,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,diarrhea,unknown,unknown,no,no,,Oscar,,,,
,863,S084962,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,2682,1,25811,29,rep.congo,odzala_okoua,park,,2024-09-09 00:00:00,2024,0.40486111111111112,0.600226667,14.90708333,savanna_woodland,savanna_woodland,,yes,faecal,civet,Atilax paludinosus,Marsh Mongoose,,1-2_days,,soft,unknown,unknown,no,no,,Levis koyi,Presences des papillons,,,
,858,S084965,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,8696,9,30597,34,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.44027777777777777,0.23949687,14.87691294,forest,forest,,yes,faecal,leopard,Genetta servalina,Servaline Genet,,1-2_days,,hard,unknown,unknown,no,no,,GG,Could be domestic dog or other smaller carnivore like golden cat,,,
,388,S084970,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,1128,1,52468,59,rep.congo,odzala_okoua,park,,2024-06-15 00:00:00,2024,0.5444444444444444,0.907808333,15.17585167,bai,bai,,yes,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,<24hr,,diarrhea,unknown,unknown,no,no,,Cherubin,,,,
,384,S084990,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,11298,1,52639,65,rep.congo,odzala_okoua,park,,2024-06-15 00:00:00,2024,0.46111111111111114,0.912766667,15.16475,forest,forest,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,Cherubin,,,,
,835,S084991,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10726,2,44617,19,rep.congo,odzala_okoua,park,,2024-09-15 00:00:00,2024,0.66249999999999998,0.587194643,14.88125569,savanna_woodland,savanna_woodland,,yes,faecal,civet,Genetta servalina,Servaline Genet,,<24hr,,hard,unknown,unknown,no,no,,GG,,,,
,378,S085002,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,9640,1,48928,52,rep.congo,odzala_okoua,park,,2024-06-12 00:00:00,2024,0.59375,1.148466667,15.11048333,bai,"forest,bai",,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,yes,no,,oscar,la crotte a l'empreinte de hyène,,,
,850,S085005,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,2861,1,28038,64,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.38680555555555557,0.391946414,14.76841395,forest,forest,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,1-2_days,,soft,unknown,adult,no,no,,GG,,,,
,834,S085010,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,22,1,34281,42,rep.congo,odzala_okoua,park,,2024-09-15 00:00:00,2024,0.55763888888888891,0.627078916,14.90226244,bai,"forest,bai,riverine",,yes,faecal,hippopotamus,Hippopotamus amphibius,Hippopotamus,,1-2_days,,soft,unknown,unknown,no,no,,GG,,,,
,389,S085011,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10954,1,53551,127,rep.congo,odzala_okoua,park,,2024-06-13 00:00:00,2024,0.35486111111111113,1.148495,15.11049667,bai,"forest,bai",,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,oscar,,,,
,730,S085032,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,7685,1,40928,52,rep.congo,odzala_okoua,park,,2024-08-26 00:00:00,2024,0.46388888888888891,1.33525,15.25195,bai,bai,,no,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,AYOMA,,,,
,405,S085040,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,8205,2,37600,41,rep.congo,odzala_okoua,park,,2024-06-16 00:00:00,2024,0.66805555555555551,1.033633333,15.03614,forest,forest,,yes,faecal,duiker_red,Philantomba monticola,Blue Duiker,,<24hr,,hard,unknown,unknown,no,no,,Oscar,,,,
,438,S085042,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,12866,1,38816,57,rep.congo,odzala_okoua,park,,2024-06-21 00:00:00,2024,0.31736111111111109,0.76327,15.26811833,forest,forest,,yes,faecal,buffalo_forest,Syncerus caffer nanus,African Forest Buffalo,,<24hr,,soft,unknown,unknown,no,no,,Severin EDIMA,Crotte buffle sur la route active,,,
,849,S085044,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,12087,6,44924,40,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.38263888888888886,0.391512216,14.76128207,forest,forest,,yes,faecal,mongoose,Genetta servalina,Servaline Genet,,<24hr,,soft,unknown,unknown,no,no,,GG,Could be another small carnivore,,,
,393,S085047,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,3293,1,42373,73,rep.congo,odzala_okoua,park,,2024-06-15 00:00:00,2024,0.57986111111111116,0.907921667,15.17551833,forest,forest,,yes,faecal,elephant_forest,Loxodonta cyclotis,African Forest Elephant,,<24hr,,soft,unknown,unknown,no,no,,Cherubin,,,,
,851,S085050,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,4742,12,26318,24,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.39027777777777778,0.393673238,14.77502942,forest,"forest,other",Bamboo,yes,faecal,mongoose,Genetta servalina,Servaline Genet,,1-2_days,,soft,unknown,unknown,no,no,,GG,,,,
,853,S085058,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4229,1,59051,19,rep.congo,odzala_okoua,control,,2024-09-17 00:00:00,2024,0.39513888888888887,0.393326184,14.77810166,forest,"other,forest",Close to slash and burn agriculture,yes,faecal,leopard,Canis lupus,Domestic Dog,,3-7_days,,soft,unknown,adult,no,no,,GG,Looked like leopard and full of hairs but could be large domestic dog from nearby farm,,,
,413,S085062,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,9606,1,48508,39,rep.congo,odzala_okoua,park,,2024-06-17 00:00:00,2024,0.73472222222222228,1.033536667,15.03578,forest,forest,,yes,faecal,duiker_red,Philantomba monticola,Blue Duiker,,<24hr,,hard,unknown,unknown,no,no,,Oscar,"U2 espèce, code S085062",,,
,1245,S085402,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,17193,11,32692,58,rep.congo,odzala_okoua,park,,2024-10-07 00:00:00,2024,0.35486111111111113,0.754348333,15.26440333,forest,forest,,yes,faecal,duiker_red,Cephalophus callipygus,Peters's Duiker,,<24hr,,hard,unknown,unknown,no,no,,Kiba destie,,,,
,499,S085408,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,12983,1,48487,29,rep.congo,odzala_okoua,park,,2024-07-01 00:00:00,2024,0.44236111111111109,0.750735,15.26734667,forest,forest,,no,faecal,gorilla_western_lowland,Gorilla gorilla,Western Gorilla,,<24hr,,hard,unknown,adult,no,no,,,"Dans le crotte il y a des graines de okongo, mbabou et obei",,,
,791,S085419,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,4091,3,43938,12,rep.congo,odzala_okoua,park,,2024-09-11 00:00:00,2024,0.29097222222222224,0.544693731,14.86338621,savanna_woodland,"forest,savanna_woodland",,yes,faecal,mongoose,Xenogale naso,Long-nosed Mongoose,,<24hr,,soft,unknown,adult,no,no,,GG,Potentially another small carnivore.,,,
,736,S085421,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,6183,1,44490,17,rep.congo,odzala_okoua,control,,2024-09-01 00:00:00,2024,0.45555555555555555,0.301877952,14.83154158,forest,forest,,no,faecal,civet,Civettictis civetta,African Civet,,3-7_days,,soft,unknown,adult,yes,no,,GG,,,,
,739,S085432,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,10059,1,43090,35,rep.congo,odzala_okoua,control,,2024-09-01 00:00:00,2024,0.47152777777777777,0.310542039,14.80494071,forest,forest,,no,faecal,mongoose,Sus scrofa,Domestic Pig,,<24hr,,soft,unknown,unknown,no,no,,GG,,,,
,862,S085438,JV308,JV308,2025-02-03 00:00:00,2025-02-03 00:00:00,8510,8,47328,34,rep.congo,odzala_okoua,park,,2024-09-19 00:00:00,2024,0.67013888888888884,0.77408308,15.21666298,forest,forest,,yes,faecal,leopard,Profelis aurata,African Golden Cat,,3-7_days,,hard,unknown,adult,no,no,,GG,Had been rained on and insects present but too rare not to collect,,,
,1240,S085440,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,14805,5,36834,57,rep.congo,odzala_okoua,park,,2024-09-24 00:00:00,2024,0.42222222222222222,0.751773333,15.26996,forest,forest,,yes,faecal,duiker_blue,Cephalophus,Unknown Duiker,,<24hr,,hard,unknown,unknown,no,no,,Ebaye morgan,,,,
,1028,S085445,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,13174,1,17971,6,rep.congo,odzala_okoua,park,,2024-09-22 00:00:00,2024,0.35,0.760343333,15.26172167,forest,forest,,yes,faecal,leopard,Profelis aurata,African Golden Cat,,<24hr,,hard,unknown,adult,no,no,,Gloire BITELOMONO,,,,
,782,S085446,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,9443,4,27110,31,rep.congo,odzala_okoua,control,,2024-09-09 00:00:00,2024,0.60972222222222228,0.436334394,14.70558813,forest,forest,,yes,faecal,domestic dog,Canis lupus,Domestic Dog,,1-2_days,,hard,unknown,unknown,no,no,,GG,,,,
,826,S085453,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,5371,2,36296,41,rep.congo,odzala_okoua,park,,2024-09-13 00:00:00,2024,0.6118055555555556,0.619599589,14.91504808,bai,"bai,forest",,yes,faecal,congo clawless otter,Atilax paludinosus,Marsh Mongoose,,3-7_days,,hard,unknown,unknown,yes,no,,GG,Otter,,,
,1246,S085456,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,14662,2,31453,51,rep.congo,odzala_okoua,park,,2024-10-07 00:00:00,2024,0.37013888888888891,0.751368333,15.26710833,forest,forest,,yes,faecal,duiker_red,Cephalophus dorsalis,Bay Duiker,,<24hr,,hard,unknown,unknown,no,no,,Kiba destie,,,,
,783,S085457,JV308,JV309,2025-02-03 00:00:00,2025-02-03 00:00:00,12129,2,17966,15,rep.congo,odzala_okoua,park,,2024-09-09 00:00:00,2024,0.65902777777777777,0.585693453,14.87689786,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,Panthera pardus,Leopard,,3-7_days,,hard,unknown,adult,no,no,,GG,,,,
